date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,AMD,AVGO,ORCL,CRM,ADBE,CSCO,IBM,INTC,QCOM,ACN,NOW,TXN,DIS,CMCSA,NFLX,JPM,GS,BAC,MS,BLK,C,WFC,SCHW,AXP,USB,SPGI,ICE,BK,JNJ,UNH,ABBV,LLY,MRK,TMO,ABT,PFE,DHR,ISRG,GILD,WMT,HD,COST,MCD,NKE,KO,PEP,PG,LOW,TJX,SBUX,BKNG,CAT,DE,BA,GE,UPS,RTX,HON,UNP,CSX,LMT,ETN,XOM,CVX,COP,SLB,EOG,FCX,NEM,NEE,AMT,PLD
2022-04-05,175.06,310.88,140.59,164.06,231.84,25.93,363.75,106.82,61.41,82.94,210.14,458.58,54.92,128.89,48.13,145.46,342.82,110.64,177.18,135.62,44.84,38.02,133.34,323.96,40.14,85.28,764.43,51.58,48.12,81.86,185.4,53.0,411.88,130.53,48.96,177.61,517.76,163.43,292.49,83.72,584.28,119.48,51.24,254.72,295.92,59.75,50.49,304.86,575.32,248.51,132.3,62.47,169.5,154.62,204.87,61.71,84.12,2298.0,216.02,413.71,182.65,56.0683,197.21,98.81,182.44,252.11,35.27,447.24,146.61,82.73,163.36,98.05,40.46,117.83,49.09,79.86,86.33,262.92,166.28
2022-04-06,171.83,299.5,136.55,158.76,223.3,24.41,348.59,103.67,60.2,82.12,200.82,444.33,54.37,129.39,47.54,139.28,340.26,105.59,177.25,132.57,44.71,36.84,131.49,316.26,39.7,83.13,745.23,50.53,47.89,80.87,183.71,52.97,410.88,129.13,48.2,182.23,531.75,168.91,305.84,84.97,587.41,119.94,52.87,256.46,288.67,60.82,51.66,298.54,584.79,251.46,128.36,63.1,172.39,156.83,200.65,60.53,83.36,2222.14,216.21,411.25,178.72,55.95,194.39,98.46,182.43,242.93,34.67,454.58,144.86,83.65,164.81,97.54,40.78,118.45,48.06,79.54,86.49,268.62,170.11
2022-04-07,172.14,301.37,135.89,157.78,222.95,24.21,352.42,103.72,60.3,81.54,200.16,452.72,54.63,128.55,47.56,139.22,341.77,105.96,177.6,131.87,44.17,36.21,131.09,314.15,39.39,83.13,748.89,50.03,47.74,80.03,182.39,52.58,414.99,129.88,47.76,181.76,536.95,173.28,308.43,86.8,612.21,123.37,55.16,265.62,291.82,60.99,52.18,302.75,608.05,254.36,129.38,63.44,172.55,158.86,202.64,61.33,83.12,2213.2,215.9,409.46,177.97,55.67,192.7,100.98,181.56,244.86,34.74,465.51,145.87,85.05,167.1,99.96,40.97,120.62,48.48,81.03,87.08,265.73,168.83
2022-04-08,170.09,296.97,133.29,154.46,222.33,23.12,341.83,101.0,58.7,80.94,197.17,445.34,54.28,127.73,47.02,136.69,338.92,103.12,174.11,131.87,44.42,35.59,133.49,321.39,39.67,84.06,736.1,50.88,48.73,81.69,183.7,52.25,413.09,129.89,48.34,182.12,545.96,174.96,311.69,87.68,608.86,123.25,55.17,265.29,289.86,62.3,52.47,311.11,600.04,251.46,128.15,63.83,173.13,160.1,206.66,61.56,81.52,2167.42,217.03,418.3,175.2,55.8442,190.97,100.4,179.17,241.98,34.33,461.52,145.18,86.84,169.93,103.05,42.55,126.88,48.97,82.12,86.09,266.41,168.65
2022-04-11,165.75,285.26,128.82,151.12,216.46,21.92,325.31,97.37,58.06,79.76,195.45,434.44,52.88,126.37,46.57,135.36,327.27,102.28,171.94,130.65,44.6,34.8,133.0,320.76,39.59,84.02,728.38,50.55,49.33,81.58,177.57,51.72,405.61,128.1,48.07,179.84,537.44,169.83,308.96,86.63,585.67,120.04,53.93,258.05,278.96,61.89,51.43,306.72,584.67,250.45,124.98,63.81,172.6,159.49,204.59,61.86,80.68,2169.21,216.05,418.51,175.03,55.8007,190.84,102.11,178.33,243.11,34.24,464.25,142.27,83.85,165.56,97.98,41.33,121.34,47.72,81.34,84.58,263.31,165.73
2022-04-12,167.66,282.06,127.71,150.79,214.14,21.5,328.98,95.1,58.51,79.33,194.81,426.77,51.82,125.98,46.5,136.09,326.73,102.04,173.0,130.84,44.26,34.41,131.54,319.78,39.17,83.93,716.83,50.34,48.42,80.07,175.54,50.82,397.31,124.83,47.65,179.9,533.71,167.31,308.08,85.63,570.94,118.39,53.11,248.85,277.85,61.63,51.08,306.29,581.36,249.17,125.04,64.56,173.3,159.01,204.14,62.83,79.79,2181.38,216.7,419.73,176.28,56.006,187.89,102.6,179.95,245.06,34.41,467.55,140.82,85.6,169.01,100.0,41.53,124.57,48.0,82.5,83.89,257.18,165.33
2022-04-13,170.4,287.62,129.89,155.54,214.99,22.2,340.79,97.74,59.25,79.75,195.72,431.67,52.15,126.14,47.01,140.5,325.59,105.21,175.11,132.35,44.88,35.04,127.3,321.97,38.82,84.13,715.74,50.15,48.54,83.83,179.59,50.61,396.31,125.83,48.34,180.66,537.0,158.95,302.67,86.13,576.8,119.48,53.1,251.49,285.22,62.06,52.41,310.42,591.09,251.33,127.49,64.73,173.0,159.46,205.51,63.7,80.92,2260.11,218.27,427.29,182.87,56.4727,188.87,103.37,183.59,244.63,34.89,469.19,141.77,86.81,171.67,100.23,42.57,123.56,49.43,84.3,83.55,257.16,165.0
2022-04-14,165.29,279.83,126.73,151.71,210.18,21.26,328.33,93.06,57.39,79.45,189.41,420.44,51.17,126.56,45.67,136.91,319.47,101.47,173.66,130.47,44.57,34.11,126.12,321.64,37.57,84.76,688.17,50.93,46.35,82.75,181.16,52.71,387.59,124.53,47.29,179.9,534.82,162.31,301.86,86.91,568.9,117.69,53.12,245.52,279.7,61.82,52.36,304.52,590.39,250.51,133.46,65.02,171.9,158.57,201.28,62.71,79.5,2227.29,227.81,436.75,181.94,56.5225,188.02,104.27,183.91,246.21,35.06,467.66,139.91,87.83,171.59,101.37,43.25,122.94,49.19,84.77,82.81,255.54,162.7
2022-04-18,165.07,280.52,127.68,152.79,210.77,21.78,334.76,93.89,58.65,78.22,187.01,425.47,51.11,126.17,46.64,139.32,313.6,99.51,176.56,127.77,43.9,33.79,128.46,329.88,38.85,86.48,680.0,52.31,47.17,74.94,184.48,52.74,390.56,122.62,46.21,177.66,534.08,159.36,298.82,86.07,572.13,116.29,51.84,243.82,276.35,61.58,51.96,300.21,582.12,251.06,131.63,64.44,170.42,157.06,198.52,62.44,79.6,2199.31,229.92,438.45,179.85,56.2549,187.16,104.3,180.97,242.12,34.75,467.44,140.66,88.55,173.89,103.47,43.68,123.32,50.77,85.42,81.71,253.91,163.0
2022-04-19,167.4,285.3,130.01,158.12,217.31,22.2,342.72,96.93,59.76,79.56,191.39,436.4,51.83,129.15,47.93,141.05,320.57,102.88,179.06,131.9,45.07,34.86,131.12,335.95,39.57,88.91,701.57,52.92,47.83,76.9,187.17,52.88,395.35,122.93,46.52,183.08,537.7,156.35,297.01,85.79,574.15,119.98,50.18,242.08,294.86,62.78,52.55,307.8,594.3,255.4,137.05,65.07,172.9,159.41,203.04,65.43,81.22,2239.38,232.16,437.82,185.98,57.1884,190.69,104.55,185.8,245.62,35.29,459.9,145.77,87.76,171.83,101.56,43.43,121.76,50.64,82.86,81.83,258.77,169.56
2022-04-20,167.23,286.36,128.04,154.0,200.42,21.48,325.73,94.02,59.77,80.29,186.23,428.11,53.02,138.32,48.11,140.34,323.67,101.04,179.42,124.57,44.4,22.62,131.58,341.06,39.66,90.61,699.0,53.1,48.65,76.45,188.46,53.05,397.25,123.85,47.02,183.89,546.01,156.7,292.92,86.46,591.15,122.64,49.75,248.53,302.9,63.6,53.21,315.14,603.53,255.85,135.87,65.96,175.47,163.65,208.74,66.78,80.17,2251.8,235.08,437.39,183.55,56.8772,190.43,104.97,184.99,247.07,35.3,453.87,149.38,87.96,172.53,102.67,42.68,122.69,49.9,82.59,81.51,267.59,172.67
2022-04-21,166.42,280.81,124.81,148.3,188.07,20.18,336.26,89.85,59.27,79.48,177.23,417.48,52.78,139.85,47.5,136.11,322.31,98.33,177.23,121.66,43.97,21.82,130.56,334.3,38.91,88.91,681.46,52.63,47.78,73.27,185.74,52.64,390.83,120.71,46.15,183.36,537.44,158.52,289.61,86.23,580.43,123.37,49.11,246.63,294.57,63.75,53.29,310.36,591.74,255.25,135.46,66.21,174.84,162.61,205.03,65.94,78.96,2239.32,232.57,424.36,181.02,57.0764,188.8,101.73,184.61,244.4,36.3,439.54,149.95,87.03,164.58,98.67,40.65,119.49,44.95,77.06,76.18,266.75,170.78
2022-04-22,161.79,274.03,119.64,144.35,184.11,19.52,335.02,88.14,58.7,76.21,171.43,408.67,51.36,138.25,46.54,132.81,310.8,94.28,173.31,118.27,42.51,21.55,126.81,319.77,37.56,84.74,662.94,51.23,46.34,70.32,180.54,50.83,379.66,117.25,44.21,181.54,520.94,154.99,278.73,84.59,561.28,119.64,48.13,234.51,252.34,62.25,52.29,300.11,571.7,250.17,129.07,65.25,172.15,161.25,197.06,62.71,77.92,2213.87,216.3,403.57,176.92,55.4273,187.15,100.49,179.61,234.3,34.52,445.79,146.04,85.13,160.95,96.01,41.65,116.12,41.91,74.52,73.95,261.9,168.73
2022-04-25,162.88,280.72,123.07,146.07,186.99,19.9,332.67,90.69,58.79,76.98,174.57,413.95,51.94,139.1,47.06,136.56,316.82,94.45,173.91,119.95,42.82,20.99,126.77,321.42,37.29,85.05,668.28,51.13,45.83,70.31,184.1,50.84,381.22,116.85,44.37,186.01,524.27,156.3,285.2,85.44,544.16,120.01,48.95,230.87,255.12,62.65,52.31,304.94,568.21,252.88,127.94,65.94,173.74,162.55,200.38,63.39,77.98,2246.04,216.7,385.51,175.91,55.9314,189.64,99.61,180.73,236.42,34.64,442.89,147.07,82.26,157.49,91.66,38.69,111.77,41.65,72.61,74.04,259.52,167.73
2022-04-26,156.8,270.22,118.65,139.39,180.95,18.79,292.14,85.16,56.01,74.51,170.08,399.12,50.9,136.19,45.52,133.5,303.1,91.2,168.44,115.77,41.75,19.84,123.02,313.12,36.45,82.37,647.05,50.23,44.58,68.54,178.65,50.03,375.5,114.33,43.26,184.68,513.78,156.18,282.83,84.48,516.44,116.97,49.03,222.47,244.52,61.77,51.77,299.96,553.76,248.58,120.52,65.05,173.3,159.79,199.59,61.42,75.63,2159.96,210.3,381.77,167.04,50.1503,183.05,99.19,176.82,233.59,34.11,446.09,143.78,82.29,156.53,91.32,39.54,111.59,40.18,72.13,73.57,254.82,165.63
2022-04-27,156.57,283.22,114.29,138.17,174.95,18.42,293.84,84.91,55.95,74.76,174.68,397.9,49.31,135.06,45.22,135.1,303.1,93.26,169.39,115.21,41.64,18.85,121.42,313.23,36.25,82.21,643.02,49.6,44.58,68.58,177.63,49.64,380.64,116.7,42.35,182.1,513.81,157.62,285.09,84.41,520.48,116.72,49.74,223.62,235.35,61.59,51.41,301.6,554.08,247.14,121.24,65.56,174.85,159.36,199.57,61.47,74.74,2258.95,213.96,385.53,154.46,48.6692,186.4,98.84,175.58,236.79,34.48,444.98,145.71,84.64,156.24,93.06,39.95,112.81,41.69,72.13,73.27,252.85,167.67
2022-04-28,163.64,289.63,118.52,144.6,205.73,19.78,292.5,89.64,57.89,76.14,185.74,410.53,50.63,135.74,46.84,148.19,313.84,100.8,175.85,115.29,39.06,19.95,123.34,318.41,36.81,83.4,650.97,50.02,45.17,69.12,181.98,50.04,386.55,119.25,43.46,183.46,524.42,156.31,297.27,88.58,558.89,118.01,50.51,227.8,243.26,61.56,52.07,311.76,562.0,254.19,127.05,66.19,177.5,163.41,205.14,63.34,76.58,2317.8,212.44,384.82,154.22,48.3705,190.16,98.08,178.94,239.25,35.21,441.71,147.88,87.2,161.79,97.55,40.11,117.77,41.84,73.28,73.49,252.18,173.01
2022-04-29,157.65,277.52,114.11,124.28,200.47,18.55,290.25,85.52,55.44,73.4,175.94,395.95,48.98,132.21,43.59,139.69,300.36,95.62,170.25,111.63,37.25,19.04,119.36,305.49,35.68,80.59,624.68,48.21,43.63,66.33,174.71,48.56,376.5,115.81,42.06,180.46,508.55,146.88,292.13,88.69,552.92,113.5,49.07,222.6,239.3,59.34,51.0,300.4,531.72,249.16,124.7,64.61,171.71,160.55,197.73,61.28,74.64,2210.31,210.54,377.55,148.84,46.3917,179.98,94.91,182.33,234.29,34.34,432.12,145.02,85.25,156.67,95.52,39.01,116.76,40.55,72.85,71.02,241.02,160.29
2022-05-02,157.96,284.47,116.58,124.5,211.13,19.53,300.98,89.84,57.64,74.0,177.57,407.29,49.86,133.04,44.96,145.27,304.6,96.9,174.0,113.5,37.89,19.95,120.45,310.42,36.14,81.96,624.8,48.71,43.67,67.89,171.62,48.85,367.32,113.48,42.7,178.64,501.15,147.87,289.56,87.65,545.52,112.83,48.34,222.06,240.66,60.31,50.66,306.97,528.95,246.64,126.08,63.44,167.76,158.38,203.14,62.3,75.37,2192.92,212.07,381.23,148.61,47.014,178.58,94.22,185.49,232.87,34.29,430.81,146.5,86.41,159.75,95.92,39.11,116.31,40.18,72.31,69.87,236.95,153.13
2022-05-03,159.48,281.78,117.33,124.25,212.03,19.6,303.08,91.13,58.12,73.29,178.36,407.58,49.92,132.52,45.06,144.26,304.82,96.37,172.54,113.55,37.82,19.99,123.03,314.66,37.13,83.75,631.06,50.1,44.16,69.46,172.11,49.47,359.63,114.48,43.11,178.29,499.62,149.6,288.07,87.1,546.32,112.43,49.29,220.28,238.11,60.33,50.84,304.96,528.08,245.87,122.86,63.08,167.99,156.21,201.63,62.02,74.33,2105.93,213.62,389.44,153.58,48.327,178.12,95.4,185.65,232.1,34.53,434.77,146.58,88.19,162.49,98.93,40.15,120.76,40.15,72.24,70.76,241.01,152.36
2022-05-04,166.02,289.98,122.26,125.93,223.41,20.33,317.54,99.42,60.37,75.21,185.48,423.35,51.58,137.4,46.54,149.05,314.86,99.89,176.23,116.19,38.99,20.4,127.1,324.11,38.62,87.22,665.23,52.23,45.98,71.36,177.82,50.53,364.32,109.86,44.8,180.2,507.62,151.59,294.9,88.52,562.98,115.7,49.66,227.48,246.31,62.08,51.54,315.31,544.43,254.32,126.06,65.03,173.86,157.36,207.16,64.07,81.64,2103.33,222.59,396.35,156.97,50.0507,183.8,97.76,193.95,237.09,35.5,445.74,149.93,91.7,167.59,103.86,42.6,124.77,41.3,73.39,73.06,245.64,152.28
2022-05-05,156.77,277.35,116.51,116.41,208.28,18.84,291.09,93.87,58.0,72.8,172.3,400.51,49.61,135.92,44.6,141.64,298.7,93.87,170.28,112.61,37.83,18.83,123.92,313.07,37.54,84.94,633.81,51.31,44.76,69.85,171.01,49.24,346.9,101.63,44.1,176.76,494.72,152.18,292.37,88.01,550.51,113.01,48.45,223.29,233.98,61.35,50.91,299.11,517.32,248.92,118.63,64.51,170.39,154.46,195.92,61.71,77.48,2171.91,215.93,383.04,150.47,48.9057,179.79,96.32,186.43,231.48,34.65,443.15,148.38,90.31,166.26,102.86,42.08,123.42,39.64,72.34,71.84,241.48,144.98
2022-05-06,157.28,274.73,115.75,114.77,203.77,18.68,288.55,95.34,58.01,72.49,169.7,391.01,49.33,137.67,44.3,140.58,295.74,91.35,167.45,110.29,37.47,18.1,123.72,312.96,37.45,84.23,628.62,51.62,44.55,67.42,167.15,49.29,345.76,99.81,43.76,176.37,499.62,152.83,296.9,88.39,546.68,112.27,49.04,220.93,224.85,61.18,49.85,294.31,503.36,250.78,114.49,64.74,170.41,156.0,192.29,60.41,76.52,2194.23,214.65,377.46,148.9,48.6817,179.92,95.3,184.13,229.59,34.78,449.43,147.29,91.69,170.69,107.69,43.03,132.22,37.88,72.87,72.47,244.07,140.88
2022-05-09,152.06,264.58,112.51,108.79,196.21,16.95,262.37,86.36,56.29,71.54,163.6,376.91,48.96,134.44,43.07,134.92,287.49,85.17,164.94,106.98,37.25,17.31,121.86,308.89,36.37,81.15,605.56,49.89,43.96,64.13,161.02,49.44,328.77,96.99,43.21,177.33,486.42,150.96,289.23,87.64,517.39,107.39,48.64,212.18,208.71,61.68,50.44,297.03,498.83,247.49,111.21,64.61,171.7,155.61,196.07,59.14,73.49,2023.57,206.29,364.53,133.31,45.4084,181.43,91.75,182.75,225.25,33.62,438.84,147.96,84.46,159.25,97.2,38.04,117.94,35.52,68.92,70.71,231.09,132.37
2022-05-10,154.51,269.5,114.4,108.86,197.65,17.6,266.68,88.73,58.14,72.53,167.15,393.03,49.55,129.13,44.01,136.81,287.59,86.46,168.24,107.68,37.75,17.77,118.89,305.06,35.76,80.26,610.23,48.75,43.08,64.58,161.83,49.36,327.99,96.47,42.96,177.09,488.01,152.09,285.7,87.81,526.23,106.75,49.49,213.13,211.39,61.78,49.73,291.16,501.46,245.68,109.49,64.01,171.49,154.79,192.13,56.2,71.86,2044.98,202.99,364.75,132.95,45.62,182.01,91.69,183.51,222.6,32.78,439.13,140.98,85.02,160.78,98.0,37.89,119.56,36.07,68.27,69.99,224.75,125.41
2022-05-11,146.5,260.55,113.6,105.37,188.74,16.63,244.67,87.92,56.71,71.03,161.27,379.33,48.65,130.75,42.83,132.3,280.94,84.07,164.69,105.21,37.32,16.64,118.14,301.55,35.57,78.89,600.35,47.66,42.57,65.12,159.39,48.46,325.81,94.55,42.43,176.13,486.15,151.96,286.69,89.19,520.0,105.84,49.45,210.17,210.87,60.56,49.21,282.96,489.08,244.43,107.92,64.31,170.66,152.61,187.77,54.99,70.06,2072.15,205.21,364.03,129.39,45.0786,177.46,91.0,180.92,223.88,33.17,440.41,140.81,86.79,163.16,99.04,38.37,121.29,35.91,68.42,70.2,224.72,123.74
2022-05-12,142.56,255.35,112.84,106.93,191.24,16.18,242.67,87.06,57.16,70.73,160.42,388.49,48.29,132.9,42.84,131.77,281.21,86.59,165.9,104.31,38.77,17.43,118.04,299.41,35.07,78.59,600.4,46.56,41.81,64.95,153.27,48.59,329.66,95.5,42.81,177.87,478.8,154.29,291.8,90.83,525.8,107.97,50.39,212.34,211.69,62.48,49.16,289.69,486.18,244.19,107.9,64.51,170.4,151.99,191.7,56.0,69.9,2053.05,203.03,362.98,123.14,45.6014,178.65,91.48,181.77,225.93,33.0,434.59,141.75,86.3,164.71,99.6,39.03,120.51,34.34,65.35,68.51,225.5,123.93
2022-05-13,147.11,261.12,116.05,113.05,198.62,17.71,256.53,95.12,58.82,71.17,166.91,405.45,49.56,133.6,43.6,134.93,286.77,90.53,169.74,107.33,38.86,18.76,119.09,306.99,35.17,80.54,615.33,47.64,42.64,65.61,158.75,48.6,336.85,98.27,43.46,176.85,485.4,153.5,291.63,90.41,541.42,109.88,49.92,220.88,223.69,62.37,49.35,296.03,497.27,245.04,113.01,65.72,173.72,153.62,194.0,57.19,75.6,2101.89,204.33,366.69,127.2,46.7028,178.04,91.92,182.34,230.76,33.43,435.17,141.33,88.86,167.87,102.91,40.74,124.28,35.04,65.25,69.8,232.66,128.35
2022-05-16,145.54,261.5,114.45,110.81,200.04,17.26,241.46,94.24,58.27,69.71,164.12,402.86,49.0,135.03,43.08,133.91,286.17,86.59,168.5,105.18,39.22,18.65,118.26,303.44,34.81,79.9,598.6,47.46,42.21,64.04,156.43,48.27,335.36,97.31,43.24,178.08,489.22,155.47,299.38,92.32,539.38,109.71,50.67,218.38,219.53,62.24,49.4,295.99,494.53,244.04,112.6,65.96,175.47,155.12,194.73,56.12,72.42,2046.01,207.19,374.45,124.05,46.4414,179.77,92.48,182.75,227.89,33.26,437.55,138.98,90.95,173.01,105.5,42.14,126.36,35.15,65.45,70.12,230.22,125.25
2022-05-17,149.24,266.82,116.47,115.37,202.62,18.18,253.87,102.47,60.82,71.88,163.73,409.65,50.6,138.37,44.4,139.69,291.07,86.57,174.98,108.64,40.13,19.06,122.18,312.97,35.99,82.93,611.72,51.05,43.71,65.2,161.85,49.65,339.28,99.12,44.59,178.82,492.53,154.78,301.4,93.0,554.6,114.54,51.34,220.69,225.18,63.18,43.78,300.95,490.47,241.63,115.9,65.78,174.46,154.68,194.03,56.19,73.72,2146.59,213.09,384.26,132.05,47.5429,183.14,94.95,187.55,232.19,33.76,441.0,143.38,92.11,174.03,107.02,42.95,127.42,37.64,65.5,72.02,233.0,125.9
2022-05-18,140.82,254.08,111.9,107.11,192.24,16.94,236.6,96.28,57.06,68.3,157.33,397.88,48.36,132.94,42.35,130.45,274.16,82.45,170.3,104.3,39.47,17.72,120.09,306.73,34.88,80.69,591.86,49.32,42.11,63.27,156.1,49.1,330.12,95.11,43.29,175.5,471.38,152.43,295.19,92.1,542.17,112.74,50.4,215.93,215.35,63.22,40.81,285.18,429.4,231.05,109.37,61.2,163.65,145.04,183.82,60.19,71.28,2050.38,207.94,368.67,125.52,46.7962,172.23,92.61,182.66,224.99,32.32,434.33,136.52,90.65,168.06,104.48,41.13,122.58,35.34,63.88,71.0,230.63,119.53
2022-05-19,137.35,253.14,110.38,107.32,191.29,17.12,236.47,96.67,54.62,67.04,155.6,394.38,41.72,129.66,42.01,130.57,273.61,85.35,167.62,103.14,39.36,18.35,118.31,308.2,34.45,79.96,593.08,49.78,42.0,62.66,154.0,49.24,332.07,95.9,43.32,173.94,478.55,151.72,286.27,92.09,550.74,112.44,50.65,220.99,218.14,63.27,39.69,287.76,422.93,229.0,106.44,60.0,161.2,141.7,187.86,61.41,71.93,2103.4,206.76,364.62,127.14,47.1322,167.39,90.25,181.51,216.5,30.94,425.62,136.08,91.14,166.86,104.61,40.85,121.7,36.72,66.11,70.46,233.25,119.72
2022-05-20,137.59,252.56,108.91,107.59,193.54,16.69,221.3,93.5,54.32,68.63,159.65,399.09,42.94,128.48,41.65,131.6,276.65,86.61,169.81,102.42,39.35,18.64,117.34,306.8,33.86,79.37,600.44,49.75,41.67,63.28,153.24,49.21,342.42,97.62,43.77,176.98,485.73,151.01,298.85,93.55,555.15,113.24,52.47,223.2,219.07,63.84,39.73,287.19,416.43,233.91,108.0,60.98,162.21,141.79,184.69,57.87,73.39,2115.9,197.82,313.31,120.7,46.8273,171.04,90.08,178.78,213.58,30.94,424.15,134.14,91.86,167.82,105.02,41.12,122.05,36.31,67.19,71.22,244.28,119.72
2022-05-23,143.11,260.65,111.49,107.56,196.23,16.9,224.97,95.07,52.64,70.04,160.32,406.76,43.35,131.17,42.0,132.12,283.39,86.02,169.93,105.83,40.17,18.74,124.6,316.61,35.87,82.31,611.51,52.77,43.82,65.27,159.04,50.75,350.52,98.11,44.68,179.44,492.08,148.03,302.6,93.83,555.21,115.03,52.88,224.37,221.61,63.66,40.87,286.03,429.48,238.0,108.63,62.86,165.6,145.05,186.25,60.31,73.42,2106.65,204.15,335.36,124.07,46.9579,174.39,91.83,178.62,216.89,31.23,433.03,136.76,93.89,171.72,109.02,43.81,128.07,38.35,67.43,72.55,249.42,120.48
2022-05-24,140.36,259.62,105.97,104.1,181.28,16.15,209.39,91.16,52.42,69.03,156.93,398.41,43.77,133.8,41.67,128.53,279.31,83.93,167.86,101.59,40.35,18.03,126.36,313.95,35.65,81.96,618.35,52.68,43.29,63.94,155.63,51.04,350.87,98.36,44.34,181.4,497.56,149.11,305.96,94.64,548.82,113.77,53.41,223.37,218.39,64.35,41.38,287.92,437.71,244.52,107.29,64.02,167.82,147.63,184.62,59.68,72.72,2050.06,205.65,337.03,119.4,46.373,174.11,93.21,178.98,217.09,30.91,442.78,133.83,94.4,172.64,109.48,43.9,129.25,37.48,69.02,74.67,258.52,120.08
2022-05-25,140.52,262.52,105.8,106.78,183.83,16.98,219.6,92.65,53.16,69.83,159.65,402.5,44.0,134.39,42.2,131.23,279.64,90.46,170.01,103.26,40.94,18.78,127.24,314.9,35.84,82.23,626.6,52.7,44.12,65.8,160.51,51.19,347.66,97.52,44.72,179.62,498.09,151.96,307.01,93.75,534.27,113.19,53.71,221.88,222.58,65.01,41.12,293.57,440.11,244.01,108.2,64.07,168.97,145.21,188.55,61.22,72.48,2147.22,209.31,342.97,122.06,46.3792,173.86,93.56,179.43,217.42,31.15,447.54,134.08,96.3,175.41,111.2,45.05,133.07,37.83,69.54,74.79,260.29,120.03
2022-05-26,143.78,265.9,107.79,111.08,191.63,17.85,235.91,98.75,55.07,71.66,162.46,408.6,44.99,136.89,43.48,134.84,291.55,90.97,174.13,105.61,41.34,19.14,129.44,323.63,36.67,85.0,652.44,54.09,45.6,68.82,165.37,52.14,352.47,99.53,45.66,179.46,502.23,150.57,313.46,92.31,540.11,114.87,53.99,223.12,223.3,64.47,42.0,302.81,464.99,248.09,112.94,64.3,170.11,146.48,195.53,64.11,74.49,2221.51,212.99,347.51,127.73,47.9225,178.38,95.0,181.94,221.29,31.58,447.99,136.28,96.64,176.59,113.15,46.69,133.72,38.49,68.71,75.04,254.69,122.36
2022-05-27,149.64,273.24,112.32,115.15,195.13,18.81,253.21,102.26,58.33,72.78,165.1,428.22,45.62,139.27,44.55,139.76,304.15,95.26,177.97,109.32,41.37,19.52,131.27,328.58,37.02,86.45,666.53,53.62,45.89,70.59,169.6,52.5,360.64,102.7,46.48,181.09,507.11,150.0,323.48,93.08,572.35,116.69,53.91,236.22,229.16,64.8,42.83,308.46,470.76,251.87,115.99,64.68,171.77,148.72,199.63,64.59,76.71,2265.98,217.14,360.73,132.23,49.0115,182.53,96.71,185.0,222.5,32.05,450.56,139.82,97.59,178.28,114.6,48.21,136.85,39.65,68.71,77.43,260.96,127.26
2022-05-31,148.84,271.87,113.76,120.21,193.64,18.67,252.75,101.86,58.01,71.92,160.24,416.48,45.05,138.84,44.42,143.22,298.46,93.49,176.76,110.44,41.48,19.74,132.23,326.85,37.2,86.14,669.08,53.41,45.77,70.1,168.82,53.07,349.48,102.39,46.61,179.53,496.78,147.37,313.44,92.03,567.57,117.46,53.04,233.85,227.64,64.85,42.88,302.75,466.22,252.21,118.85,63.38,167.75,147.88,195.3,63.57,78.5,2243.56,215.85,357.78,131.4,48.719,182.25,95.12,182.43,219.78,31.79,440.11,138.6,96.0,174.66,112.36,45.96,136.96,39.08,67.85,75.69,256.13,127.48
2022-06-01,148.71,272.42,113.89,121.68,188.64,18.32,246.79,101.22,57.36,71.6,176.07,418.16,45.23,139.43,44.11,140.02,298.65,95.03,174.42,109.19,41.15,19.29,129.91,321.85,36.67,85.0,660.51,52.39,45.16,69.57,165.76,51.75,332.01,101.99,45.65,177.71,492.55,146.02,311.08,91.14,556.22,115.08,52.37,231.35,216.39,64.77,41.82,297.19,456.99,249.28,118.68,63.07,166.49,145.64,191.72,62.5,76.28,2238.57,217.57,352.15,130.65,48.2399,180.23,94.81,180.82,221.32,32.0,439.3,137.72,97.84,176.32,115.75,46.68,139.93,39.64,67.27,76.17,252.56,125.86
2022-06-02,151.21,274.58,117.62,125.51,198.86,19.59,258.33,108.59,57.67,73.14,188.4,441.28,45.79,140.15,44.84,146.2,306.62,100.96,176.72,110.87,41.03,20.51,132.0,324.25,36.7,85.2,686.49,52.43,45.33,71.67,169.14,52.18,343.04,102.9,46.47,177.15,492.26,146.75,302.43,90.0,570.1,117.51,52.68,242.22,227.21,63.46,42.5,305.87,487.61,250.38,123.41,63.73,166.68,147.21,196.13,63.77,79.42,2372.36,220.0,361.08,140.5,48.5386,184.07,96.24,185.65,225.39,32.59,441.11,140.82,97.67,176.0,114.96,46.3,139.44,41.72,68.79,78.52,262.36,129.54
2022-06-03,145.38,270.02,114.54,122.35,190.78,18.72,234.52,106.3,56.33,71.79,184.91,429.76,45.25,141.18,43.39,141.22,304.95,98.5,172.33,108.67,40.22,19.9,130.16,318.68,36.19,84.12,671.74,51.33,44.82,70.07,166.83,51.94,335.93,100.94,45.59,176.42,485.61,147.17,301.65,89.91,558.1,116.57,53.2,235.83,217.79,63.45,41.77,305.08,476.25,248.36,120.95,62.97,164.85,145.89,195.45,62.03,79.05,2335.87,222.9,361.0,139.25,47.8976,185.49,96.33,183.56,224.0,32.11,442.69,140.35,99.09,177.6,118.12,47.47,142.48,41.33,67.82,78.69,266.73,127.58
