date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,AMD,AVGO,ORCL,CRM,ADBE,CSCO,IBM,INTC,QCOM,ACN,NOW,TXN,DIS,CMCSA,NFLX,JPM,GS,BAC,MS,BLK,C,WFC,SCHW,AXP,USB,SPGI,ICE,BK,JNJ,UNH,ABBV,LLY,MRK,TMO,ABT,PFE,DHR,ISRG,GILD,WMT,HD,COST,MCD,NKE,KO,PEP,PG,LOW,TJX,SBUX,BKNG,CAT,DE,BA,GE,UPS,RTX,HON,UNP,CSX,LMT,ETN,XOM,CVX,COP,SLB,EOG,FCX,NEM,NEE,AMT,PLD
2016-03-28,26.3,53.54,37.66,28.99,113.69,0.87,15.35,2.78,15.31,40.62,71.95,92.4,27.9,148.4,31.9,50.19,114.17,12.07,56.52,98.09,28.15,10.12,59.4,153.84,13.62,24.72,336.91,41.92,48.7,28.09,60.28,40.69,97.39,47.0,37.34,108.23,128.92,56.11,70.62,50.37,138.53,40.88,29.78,63.81,64.91,92.46,22.71,131.08,152.67,123.17,61.34,45.8,,82.62,74.99,38.88,58.96,1287.03,75.32,80.17,131.29,150.7002,105.06,58.34,100.1,78.81,8.54,219.06,62.47,84.22,94.68,39.68,72.8,74.53,10.14,25.7,29.4,100.24,42.95
2016-03-29,26.92,54.71,38.29,29.69,116.14,0.88,15.34,2.86,15.41,40.7,72.3,93.22,28.1,149.33,32.38,50.69,115.26,12.23,57.41,98.16,28.46,10.41,59.03,155.03,13.42,24.78,339.91,41.72,48.05,28.02,60.6,40.39,99.46,46.94,36.97,109.14,129.83,57.05,71.7,50.84,140.15,41.47,30.05,64.0,67.01,92.2,22.68,132.47,155.26,123.97,61.49,46.48,,82.8,75.67,39.31,59.55,1307.89,76.01,80.5,130.88,150.6524,106.1,59.05,100.37,79.8,8.63,220.76,62.37,84.53,95.32,39.62,73.0,75.45,10.14,26.95,29.75,101.92,43.84
2016-03-30,27.39,55.05,38.42,29.93,114.7,0.89,15.13,2.86,15.69,40.97,74.3,93.78,28.46,148.41,32.71,50.99,115.37,12.21,58.37,98.91,28.48,10.22,59.71,156.5,13.48,25.07,341.37,41.88,48.65,28.17,60.29,40.99,98.94,46.64,37.14,108.98,129.68,57.0,71.78,50.75,140.79,41.65,30.07,63.84,66.48,91.97,22.93,133.42,157.6,125.83,62.04,46.58,,82.68,76.02,39.34,60.01,1317.03,76.51,80.12,128.58,152.3273,105.73,59.13,100.61,80.56,8.77,222.96,62.75,84.52,95.25,40.08,74.41,73.66,10.29,26.75,29.63,102.31,43.67
2016-03-31,27.25,55.23,38.15,29.68,114.1,0.89,15.32,2.85,15.45,40.91,73.83,93.8,28.47,151.45,32.35,51.14,115.4,12.24,57.42,99.31,28.61,10.22,59.22,156.98,13.52,25.01,340.57,41.75,48.36,28.02,61.4,40.59,98.98,47.03,36.83,108.2,128.9,57.12,72.01,50.45,141.59,41.83,29.64,63.73,66.78,91.86,22.83,133.43,157.58,125.68,61.47,46.39,,82.31,75.75,39.18,59.7,1288.96,76.54,76.99,126.94,152.1359,105.47,59.04,100.51,79.55,8.58,221.5,62.56,83.59,95.4,40.27,73.75,72.58,10.34,26.58,29.59,102.37,44.18
2016-04-01,27.5,55.57,38.48,29.93,116.06,0.9,15.84,2.83,15.78,41.16,75.73,95.16,28.69,152.52,32.45,50.88,116.35,12.41,57.94,99.07,28.98,10.57,59.87,159.82,13.56,25.53,342.53,42.47,48.45,28.38,61.1,40.7,99.3,47.14,36.93,109.19,129.92,57.42,73.42,51.2,142.67,42.19,30.04,64.24,67.39,94.12,23.02,134.85,158.25,127.02,61.59,46.83,,83.53,76.5,39.39,61.02,1299.7,76.79,76.5,126.96,152.8059,104.95,58.96,101.56,78.92,8.54,223.11,63.66,82.96,94.26,39.78,72.12,72.04,9.89,26.62,29.68,104.5,44.62
2016-04-04,27.78,55.43,38.26,29.66,112.55,0.89,16.47,2.83,15.6,41.07,75.69,94.5,28.14,152.07,32.0,50.65,115.5,12.86,57.72,98.68,28.77,10.44,59.2,157.77,13.51,25.04,338.52,42.06,48.5,27.99,60.62,40.68,98.19,47.3,37.04,108.59,129.49,59.21,73.18,51.87,144.05,42.32,30.72,62.98,69.12,94.24,23.03,134.85,157.73,127.57,59.97,46.89,,83.21,76.18,39.28,60.25,1281.76,75.72,75.9,126.34,149.456,104.88,59.14,100.95,78.34,8.39,224.13,62.65,83.16,93.43,39.1,72.64,70.31,9.42,26.3,29.68,104.7,44.39
2016-04-05,27.45,54.56,37.93,29.31,112.22,0.89,17.03,2.76,15.5,40.53,74.58,94.17,27.58,150.0,31.9,50.07,114.13,12.73,57.71,97.0,28.63,10.49,58.36,155.35,13.19,24.38,334.8,41.51,47.51,27.39,60.19,40.05,96.38,47.44,36.52,108.95,127.04,58.54,73.04,51.72,141.38,42.04,31.36,62.66,68.1,95.57,22.88,134.58,155.99,127.38,59.67,46.53,,83.16,75.87,38.85,60.04,1279.08,75.24,76.07,127.03,148.2595,103.92,58.9,100.26,78.62,8.35,225.62,60.39,82.21,92.67,39.04,72.66,70.54,9.34,27.3,29.09,104.0,44.12
2016-04-06,27.74,55.12,38.4,30.1,113.71,0.89,17.69,2.8,15.75,40.75,75.58,95.4,28.0,150.02,32.08,50.62,114.67,12.77,58.36,97.48,29.13,10.48,58.81,155.19,13.27,24.42,337.2,41.86,48.08,27.83,59.88,40.09,97.71,47.57,36.97,109.42,128.03,59.89,74.76,53.04,145.11,43.05,32.93,63.04,69.57,97.44,23.01,135.44,156.77,127.52,60.31,46.71,,83.81,76.09,38.8,60.83,1293.01,75.22,76.34,127.93,147.8767,104.67,59.2,101.41,78.35,8.28,226.63,59.55,83.31,94.84,40.75,73.16,71.22,9.61,27.74,29.18,105.7,44.05
2016-04-07,27.14,54.46,38.01,29.57,113.64,0.89,17.15,2.64,15.5,39.97,75.32,93.78,27.6,148.25,31.55,50.03,112.1,12.8,57.15,96.16,28.76,10.45,57.32,150.41,12.85,23.72,328.37,40.27,46.93,26.39,58.86,39.1,96.73,46.9,35.67,109.27,126.87,59.3,74.59,52.84,142.05,42.61,32.76,62.67,68.31,95.57,22.74,133.87,152.03,128.14,60.3,46.36,,83.24,75.35,38.1,61.17,1276.5,74.17,76.18,127.0,146.5846,103.99,59.51,100.16,78.0,8.21,226.48,59.48,82.37,94.79,40.31,72.01,71.45,8.85,27.96,29.05,105.0,43.65
2016-04-08,27.17,54.42,37.97,29.73,110.63,0.89,16.67,2.74,15.62,40.36,74.85,94.07,27.69,149.35,31.63,50.56,112.83,12.9,57.89,96.42,28.85,10.38,57.74,150.28,12.88,23.75,331.6,40.47,47.07,26.61,59.5,39.38,97.23,46.7,35.49,109.1,125.68,58.47,74.39,52.79,142.21,42.37,32.5,62.61,68.86,96.09,22.69,133.62,151.65,127.96,59.42,46.87,,83.2,75.03,38.09,61.04,1274.15,74.35,76.31,127.88,147.3503,104.31,59.76,100.57,79.17,8.27,226.3,59.91,83.21,96.33,41.23,73.85,73.47,9.33,29.1,29.2,105.71,44.12
2016-04-11,27.25,54.31,37.88,29.8,108.99,0.9,16.66,2.76,15.56,40.39,74.16,92.95,27.62,149.25,31.67,51.0,113.1,12.66,57.82,96.27,28.78,10.27,58.2,152.2,12.97,24.11,332.96,41.12,47.03,27.04,59.8,39.53,96.59,46.5,35.86,108.97,126.33,58.5,73.95,52.49,141.66,42.48,31.89,62.26,68.91,95.83,22.47,133.01,149.05,127.56,57.92,46.44,,82.73,75.15,37.73,60.9,1264.63,74.63,75.75,127.91,146.9674,103.86,60.24,100.41,78.69,8.18,224.65,60.62,83.32,95.24,41.19,73.88,74.01,9.76,31.11,29.06,106.01,43.97
2016-04-12,27.61,54.65,38.22,30.16,110.61,0.9,16.52,2.81,15.54,40.42,74.27,93.42,27.64,149.63,31.86,50.82,114.39,12.35,58.44,97.35,28.91,10.7,59.28,154.31,13.27,24.58,339.31,41.9,47.77,27.45,60.68,40.26,97.78,46.6,36.13,109.6,126.8,59.89,74.57,52.77,142.43,42.82,31.96,62.8,69.5,97.24,22.93,134.38,150.52,127.61,58.55,46.65,,82.83,75.73,38.02,59.5,1300.28,76.1,76.6,129.47,147.446,105.23,60.8,101.38,79.64,8.33,225.98,61.54,84.35,97.51,43.47,75.9,77.51,10.43,30.63,29.26,106.17,43.97
2016-04-13,28.01,55.35,38.6,30.74,110.51,0.92,16.97,2.8,15.95,41.31,75.95,94.53,28.23,151.23,32.13,51.92,114.96,12.75,59.17,99.48,29.02,10.97,61.79,159.85,13.79,25.88,348.29,44.25,49.03,28.62,62.16,41.1,99.83,47.5,37.78,109.87,127.76,59.06,75.16,53.36,145.05,43.35,32.54,63.32,69.67,97.19,23.05,133.84,151.88,126.89,59.58,46.04,,82.46,76.66,38.32,60.21,1317.76,79.13,78.46,131.14,148.2595,105.54,61.7,102.92,81.72,8.68,226.38,63.04,84.83,97.6,43.58,77.37,77.78,10.82,29.48,29.12,106.23,44.53
2016-04-14,28.03,55.36,38.77,31.04,110.84,0.92,16.79,2.72,15.88,41.24,76.15,94.44,28.25,151.16,31.8,51.82,114.75,12.6,59.22,98.63,28.97,11.04,62.59,160.91,14.14,26.17,354.91,44.98,48.79,28.74,62.51,41.28,100.08,47.36,38.06,109.84,127.98,59.28,75.63,53.83,144.62,43.51,32.65,63.18,69.23,98.19,22.93,134.37,151.4,127.51,59.49,45.83,,82.01,76.5,38.17,60.13,1336.39,79.05,77.66,130.85,148.451,105.08,61.74,102.72,82.32,8.71,225.44,62.58,85.43,97.98,44.22,77.16,77.81,10.73,28.68,29.04,105.2,44.4
2016-04-15,27.46,55.65,39.0,31.29,109.64,0.93,16.97,2.7,15.55,41.02,76.31,95.16,27.9,151.72,31.46,51.06,114.82,12.66,58.93,98.59,29.03,11.15,61.87,158.52,14.0,25.76,357.74,44.92,48.25,28.53,62.14,41.1,99.77,47.7,37.85,110.18,127.33,59.51,75.53,53.53,145.34,43.41,32.5,63.23,69.36,98.29,23.02,135.01,153.17,127.78,59.5,46.1,,82.3,77.31,38.65,60.51,1331.9,79.17,77.44,131.13,148.4988,105.54,61.68,102.82,81.21,8.64,225.81,62.83,84.97,97.23,43.7,76.26,75.71,10.86,29.37,29.36,105.78,44.83
2016-04-18,26.87,56.46,39.38,31.77,110.45,0.92,16.93,2.76,15.59,41.24,77.27,96.55,28.19,152.53,31.65,51.55,115.59,12.89,58.95,101.48,29.27,10.84,62.27,159.02,14.17,25.73,358.0,45.11,48.84,28.85,62.59,41.21,100.96,47.89,38.31,110.93,127.81,59.88,77.22,53.88,146.47,43.95,32.61,63.39,69.66,99.2,23.29,136.8,153.3,128.85,59.57,46.22,,82.83,77.36,38.82,60.89,1353.37,79.25,78.32,131.97,148.6424,106.18,62.01,103.56,80.88,8.69,227.14,62.68,85.78,98.7,45.0,77.45,77.44,11.02,29.46,29.44,105.54,45.12
2016-04-19,26.73,56.39,38.81,31.4,112.29,0.91,16.49,2.62,15.11,41.06,76.19,96.52,28.33,144.0,31.6,51.83,115.1,12.73,58.42,102.64,29.17,9.43,63.32,162.65,14.45,26.46,364.66,45.63,49.88,28.77,63.57,41.91,103.14,48.42,38.84,112.68,130.5,60.17,77.25,54.22,145.59,43.85,32.89,63.71,69.3,99.44,23.26,135.44,153.68,128.86,59.56,46.6,,83.28,76.41,38.86,60.9,1345.78,80.39,82.36,132.68,149.0731,106.84,61.93,103.87,82.24,8.8,226.51,62.77,86.21,100.5,47.06,79.64,79.13,12.01,30.91,29.53,105.5,45.78
2016-04-20,26.78,55.59,38.75,31.65,112.42,0.91,16.66,2.7,15.32,41.1,76.14,96.33,28.44,146.11,32.0,52.09,115.54,13.02,59.05,103.27,28.79,9.68,64.24,166.98,14.93,27.41,366.92,46.74,50.45,29.09,65.02,42.73,104.13,48.52,39.72,113.58,133.93,60.48,77.08,53.95,146.44,43.97,33.23,63.77,71.62,100.11,23.07,135.19,152.74,128.55,59.62,44.37,,81.55,76.34,38.81,60.9,1350.0,79.74,84.26,130.57,149.0731,106.17,62.24,103.31,83.85,8.84,226.58,62.16,86.8,101.69,47.08,81.1,79.37,12.36,30.45,28.88,104.82,45.03
2016-04-21,26.49,55.78,39.0,31.55,113.44,0.91,16.55,2.62,15.13,40.99,77.15,96.37,28.24,149.3,31.97,51.67,114.48,14.85,58.86,102.91,28.54,9.5,63.6,165.32,14.9,27.26,364.09,46.6,50.05,29.13,65.61,42.56,103.5,48.03,40.7,113.57,132.96,61.37,77.37,53.97,147.35,43.88,33.24,64.49,71.32,101.74,22.82,134.6,151.42,125.79,60.08,43.66,,80.8,75.83,38.51,60.64,1340.0,78.66,82.8,130.74,148.2595,104.99,62.18,103.08,87.32,8.93,226.07,62.15,86.79,101.4,46.23,80.27,79.16,11.52,32.19,28.23,102.57,44.24
2016-04-22,26.42,51.78,36.89,31.03,110.56,0.91,16.92,3.99,15.03,40.7,76.48,94.79,28.15,148.5,31.64,52.64,113.95,14.62,58.68,103.77,28.62,9.59,63.97,166.75,15.11,27.7,365.47,46.97,50.62,29.72,65.93,43.3,103.37,48.23,41.06,113.32,134.13,61.42,77.83,54.1,146.85,44.08,33.27,64.78,70.91,101.93,22.91,135.66,149.92,125.5,59.43,44.54,,80.95,76.05,38.27,57.68,1338.5,78.32,82.8,131.05,147.2067,105.52,62.34,102.41,89.63,9.18,226.83,62.99,87.53,102.01,47.62,79.93,80.92,11.67,31.23,28.61,104.19,44.9
2016-04-25,26.27,52.11,37.11,31.31,110.1,0.91,16.79,3.45,14.91,40.78,76.51,95.8,28.23,148.81,31.39,52.43,114.1,14.68,59.02,104.57,28.57,9.36,63.6,165.09,14.96,27.53,363.66,46.69,50.51,29.63,65.7,43.05,103.16,48.08,40.67,113.51,133.78,60.97,77.94,53.61,146.56,44.01,33.21,64.8,70.97,102.29,23.16,135.65,151.51,127.46,59.21,44.71,,81.41,76.19,38.25,57.77,1335.27,76.79,82.41,130.75,146.8238,105.07,62.05,101.58,87.61,9.05,226.3,62.26,87.33,101.51,46.27,78.77,79.76,11.35,31.11,28.62,104.18,45.79
2016-04-26,26.09,51.44,36.27,30.84,108.76,0.91,16.92,3.66,15.08,40.65,76.21,96.15,28.45,149.08,31.4,52.91,114.61,14.53,59.4,104.89,28.6,9.24,63.93,165.84,15.09,27.55,365.96,47.1,50.92,29.86,66.2,43.37,106.76,48.88,41.23,112.91,134.24,60.93,76.27,53.43,145.61,43.88,33.05,64.73,70.28,101.33,23.1,135.34,152.6,127.71,59.54,44.53,,79.55,76.32,38.58,57.72,1333.95,77.65,83.42,133.24,147.8767,106.23,61.81,102.97,88.76,9.22,232.16,63.25,87.63,102.29,48.08,79.2,82.78,11.48,31.97,28.88,104.77,45.8
2016-04-27,24.46,50.94,36.07,30.33,108.89,0.93,16.76,3.73,15.15,40.85,75.69,95.64,28.64,150.47,31.75,52.9,115.48,14.63,59.92,105.28,28.71,9.1,64.11,166.92,15.02,27.53,367.47,47.33,50.93,29.9,66.23,43.53,107.92,48.7,41.28,112.77,132.8,60.7,76.51,53.69,147.14,43.83,33.0,65.29,70.33,100.72,23.14,135.75,151.77,128.3,59.27,44.68,,79.89,76.94,38.87,56.9,1353.74,78.68,84.71,137.08,148.0203,106.46,62.45,103.55,89.17,9.28,233.65,63.83,88.46,103.85,48.11,80.6,84.51,12.65,32.1,29.22,104.49,46.0
2016-04-28,23.71,49.9,35.25,30.1,116.73,0.91,16.51,3.61,14.8,40.33,75.38,93.64,27.96,147.07,31.11,52.13,114.33,14.27,58.69,104.03,28.64,9.03,63.6,164.29,14.79,27.23,358.83,46.73,50.41,28.98,65.84,43.13,107.61,48.17,40.64,112.48,132.07,61.2,76.46,53.15,145.32,40.42,32.91,64.73,70.17,97.0,22.97,132.73,151.44,127.92,58.54,44.63,,79.76,75.39,38.45,56.42,1317.59,77.75,83.93,134.8,147.8767,104.91,61.48,102.81,88.51,9.12,232.72,63.19,88.03,102.4,47.67,79.78,81.89,12.66,32.99,29.12,104.13,45.65
2016-04-29,23.43,49.87,35.39,32.98,117.58,0.89,16.05,3.55,14.58,39.86,75.8,94.22,27.49,145.94,30.28,50.52,112.92,14.3,57.04,103.26,28.46,9.0,63.2,164.11,14.56,27.06,356.33,46.28,49.98,28.41,65.43,42.69,106.85,48.01,40.24,112.08,131.68,61.0,75.53,52.29,144.25,38.9,32.71,65.0,69.6,88.21,22.29,133.89,148.13,126.49,58.94,44.8,,80.12,76.02,37.91,56.23,1343.66,77.72,84.11,134.8,147.1588,105.07,61.56,102.5,87.23,9.09,232.38,63.27,88.4,102.18,47.79,80.34,82.62,14.0,34.97,29.4,104.88,45.41
2016-05-02,23.41,50.61,35.72,34.19,118.57,0.9,16.12,3.74,14.61,40.3,77.25,94.9,27.37,145.27,30.61,51.11,114.4,14.4,57.85,104.36,28.68,9.31,63.79,166.18,14.77,27.26,361.5,46.68,50.59,28.79,65.68,42.97,107.17,48.94,40.77,112.75,132.1,61.44,76.75,52.73,146.5,38.85,32.8,65.43,70.37,89.0,22.53,136.05,150.93,128.2,59.59,44.98,,80.97,76.14,38.9,57.36,1356.69,77.84,84.29,134.01,147.8288,104.76,61.56,102.86,88.12,9.13,233.24,63.46,89.13,103.31,46.85,79.4,82.78,13.55,34.34,29.52,105.51,46.01
2016-05-03,23.8,49.78,35.42,33.57,117.43,0.89,15.49,3.6,14.32,39.68,74.9,93.66,26.86,144.13,30.36,50.73,113.3,13.97,57.2,103.78,28.55,9.15,62.56,163.14,14.36,26.89,355.69,45.57,50.0,28.0,64.85,42.5,104.5,48.2,39.81,112.69,132.46,61.77,76.25,52.52,144.87,38.55,33.7,65.08,68.74,87.17,22.33,134.54,151.41,128.4,59.52,44.84,,81.1,75.71,38.52,56.25,1354.64,76.36,83.4,132.49,146.5846,104.38,60.24,102.71,86.77,8.85,234.7,63.29,88.11,101.32,45.08,77.23,80.63,12.01,33.83,29.61,104.16,45.65
2016-05-04,23.55,49.87,35.57,33.55,118.06,0.87,14.84,3.6,14.21,39.29,73.99,92.94,26.44,144.25,29.85,50.49,113.55,13.52,56.43,103.67,28.52,9.08,61.57,160.07,14.13,26.28,352.17,44.66,48.94,27.54,64.26,41.72,104.29,51.7,39.28,112.22,132.03,61.46,74.87,52.26,144.55,38.1,33.4,64.43,68.35,85.6,22.4,135.16,151.51,129.33,59.11,44.98,,81.6,75.83,38.51,56.39,1253.04,74.24,82.18,130.89,143.9046,103.11,59.38,101.29,85.64,8.72,236.01,60.97,87.94,100.59,43.41,75.73,79.34,11.8,32.35,29.86,105.51,45.88
2016-05-05,23.31,49.94,35.74,32.95,117.81,0.87,14.1,3.66,14.26,39.23,73.81,93.5,26.21,146.47,29.9,51.13,114.08,13.56,56.64,104.93,28.6,8.94,61.24,159.53,14.05,26.17,352.08,44.23,48.96,27.54,63.92,41.65,104.67,50.8,39.4,112.88,132.31,62.34,75.27,51.57,145.14,38.5,33.57,64.57,68.37,85.86,22.4,134.67,147.84,129.28,58.19,45.06,,81.3,75.14,38.27,56.25,1240.85,72.79,81.2,132.08,143.0432,102.14,59.15,101.91,85.19,8.68,238.14,60.98,88.04,101.42,43.21,75.4,81.26,11.29,32.86,29.71,106.31,46.11
2016-05-06,23.18,50.39,36.26,33.7,119.49,0.88,14.33,3.68,14.19,39.41,74.25,94.3,26.53,147.29,30.04,50.92,115.55,13.46,57.2,105.54,28.77,9.08,61.6,158.85,14.11,26.25,356.01,44.41,49.02,27.31,64.51,41.78,104.27,51.63,39.53,112.74,132.04,62.51,74.6,51.11,146.97,37.97,33.58,65.24,68.77,84.68,22.75,135.7,146.44,130.58,58.43,45.32,,82.13,75.54,38.31,56.31,1250.1,73.36,81.45,133.26,144.1439,102.11,59.64,102.06,85.73,8.72,240.26,61.3,88.51,101.86,42.76,75.12,78.68,11.79,34.13,29.62,106.57,46.6
2016-05-09,23.2,50.07,36.46,33.99,119.24,0.88,13.93,3.65,14.24,39.36,74.62,94.61,26.51,147.34,29.8,51.2,115.47,13.49,56.91,105.34,28.77,9.05,61.21,157.51,13.99,26.1,355.01,43.89,48.88,27.27,63.98,41.54,104.52,52.1,39.37,113.72,132.67,63.7,75.59,51.58,147.46,37.98,33.82,65.21,69.32,85.67,22.98,136.24,148.59,130.83,58.72,45.24,,82.12,75.84,38.89,56.64,1244.92,70.78,80.58,132.1,142.9475,102.69,59.03,101.5,84.63,8.62,240.32,60.66,88.57,100.35,41.65,72.77,78.64,10.52,31.83,29.72,106.65,47.29
2016-05-10,23.36,51.02,36.97,35.15,120.5,0.9,13.91,3.64,14.46,40.02,75.92,96.52,27.03,149.97,30.14,52.15,116.94,13.71,57.63,106.6,29.34,9.29,62.04,161.42,14.3,26.63,360.18,44.84,49.4,28.01,64.84,42.06,104.96,52.2,40.24,114.67,133.57,63.74,76.88,52.14,148.83,38.1,33.8,66.05,69.62,86.18,22.93,137.51,149.56,131.6,59.2,45.75,,82.48,76.99,38.32,57.49,1268.27,72.51,83.81,134.72,145.8667,103.65,60.25,103.1,86.1,8.79,244.36,62.1,89.99,101.27,42.87,74.26,79.73,10.86,33.03,29.9,107.18,47.75
2016-05-11,23.13,51.05,36.53,35.66,119.52,0.9,13.93,3.65,14.38,39.65,75.79,96.1,26.7,148.95,30.06,52.15,115.98,13.73,57.63,102.29,29.07,9.0,61.81,159.42,14.2,26.36,353.82,44.47,49.08,27.79,64.59,41.87,105.14,51.71,39.87,114.37,130.69,62.7,76.31,51.78,147.97,38.01,33.16,65.78,69.74,83.9,22.14,134.3,147.12,129.14,57.01,45.46,,82.15,75.13,37.02,56.23,1267.31,72.43,83.9,133.0,145.1967,102.45,59.92,102.35,84.49,8.63,241.83,62.0,88.81,101.14,43.68,73.81,80.32,11.61,33.88,29.92,105.73,46.96
2016-05-12,22.59,51.51,36.4,35.9,120.28,0.89,13.82,3.59,14.1,39.82,75.89,95.96,26.67,148.84,29.76,51.51,116.36,13.49,57.16,101.71,29.16,8.77,61.77,158.07,14.14,26.23,355.6,44.0,49.2,27.94,64.34,41.94,105.96,52.43,39.74,114.23,129.74,62.49,75.96,51.6,148.92,38.0,33.19,65.92,70.37,82.76,22.28,134.19,146.72,130.12,57.99,45.83,,82.41,75.4,37.14,56.3,1282.25,71.7,84.15,134.42,144.0003,101.79,59.84,102.43,83.84,8.51,244.94,62.07,89.67,102.12,43.73,74.09,80.5,11.03,33.21,30.29,106.56,47.45
2016-05-13,22.63,51.08,36.24,35.5,119.81,1.02,13.84,3.67,14.01,39.61,76.37,95.97,26.53,147.72,29.91,51.32,115.44,13.49,57.12,100.52,28.97,8.79,61.2,155.34,13.88,25.89,347.29,43.11,48.24,27.53,64.12,41.43,104.92,52.0,39.44,113.56,129.0,62.0,76.33,51.37,147.89,37.6,33.19,65.41,69.87,82.7,21.65,133.13,144.5,128.83,57.31,45.35,,81.23,75.01,36.34,55.82,1278.64,70.07,82.47,132.12,141.8468,100.66,59.14,101.54,82.0,8.37,242.12,60.87,88.66,100.74,43.02,72.43,78.65,10.41,34.07,30.19,105.7,47.44
2016-05-16,23.47,51.83,36.52,35.53,118.67,1.05,13.89,3.79,14.27,39.97,77.31,97.23,26.97,149.46,30.39,51.91,117.15,14.06,58.02,100.36,29.04,8.91,61.66,155.38,13.93,26.21,351.83,43.15,48.27,27.69,64.07,41.69,106.49,52.32,39.74,114.44,130.64,62.45,78.29,52.11,150.24,38.25,33.38,66.27,70.59,83.61,22.01,135.34,145.79,129.64,57.14,45.62,,81.63,77.0,37.6,55.53,1283.47,70.7,83.63,134.14,143.3782,101.65,60.05,103.01,82.02,8.41,242.97,61.95,89.57,102.29,44.08,74.0,80.69,11.04,35.42,30.37,106.48,48.09
2016-05-17,23.37,50.51,36.01,34.76,117.35,1.06,13.64,3.79,14.12,39.6,76.77,95.93,26.65,148.0,29.98,51.99,116.22,13.9,57.43,99.94,28.31,8.86,61.66,154.65,14.01,26.16,348.82,43.7,47.62,27.92,62.76,40.72,105.7,51.52,39.84,113.83,129.56,60.25,76.39,51.79,148.82,37.71,33.03,66.13,69.04,82.76,21.7,132.0,143.6,127.69,57.1,44.75,,80.62,76.07,37.8,54.88,1278.02,71.05,83.2,132.56,142.1818,101.09,59.02,101.92,82.19,8.47,241.53,61.32,89.53,100.75,43.78,74.88,81.57,11.51,35.55,29.95,105.36,47.5
2016-05-18,23.64,50.81,36.09,34.87,117.65,1.08,14.08,3.84,14.39,39.47,77.87,96.7,26.72,147.34,29.99,52.79,116.52,14.01,58.01,99.0,28.28,9.05,64.04,159.94,14.69,27.24,353.49,45.87,48.65,29.29,63.52,41.62,107.05,52.29,41.14,113.59,130.51,60.46,76.33,52.13,150.11,37.75,33.17,66.06,69.47,82.88,21.05,131.77,141.29,126.21,56.12,44.48,,79.85,78.6,37.36,54.8,1267.27,70.59,82.6,130.99,141.7032,101.3,58.56,101.08,82.48,8.58,241.58,60.1,89.35,100.06,43.34,73.17,80.41,10.54,33.52,29.5,104.55,46.86
2016-05-19,23.55,50.32,35.77,34.93,116.81,1.09,14.35,3.77,14.27,38.84,81.09,95.88,27.57,144.93,29.63,52.76,116.03,13.95,57.23,98.41,28.22,8.96,63.39,154.7,14.53,26.61,350.57,45.06,48.38,28.96,62.74,41.52,106.85,52.13,40.83,112.85,130.0,59.28,74.31,52.04,148.42,37.24,33.38,65.82,69.31,82.14,23.07,131.73,142.7,125.29,57.04,44.32,,80.19,79.86,37.9,54.55,1250.31,69.43,82.25,128.08,140.5068,101.29,58.1,100.75,81.44,8.52,238.89,59.54,90.11,99.85,43.36,74.2,80.08,10.98,34.14,29.6,103.77,46.52
2016-05-20,23.81,50.62,36.09,35.14,117.35,1.11,14.69,3.87,14.67,39.41,81.02,96.88,27.97,147.25,30.15,54.52,116.47,14.0,58.53,99.78,28.93,9.25,63.51,154.51,14.52,26.77,354.01,44.9,48.75,29.44,63.92,41.74,108.07,52.6,41.07,112.64,130.94,59.69,74.81,52.55,148.85,37.6,33.74,66.34,70.29,82.64,23.29,131.85,142.69,122.56,56.48,43.95,,80.02,79.82,37.72,54.62,1249.29,69.87,77.74,127.39,141.4639,101.51,58.45,101.55,82.41,8.61,240.07,59.8,89.74,99.79,43.58,74.96,80.92,11.08,33.73,29.83,104.01,46.84
2016-05-23,24.11,50.03,35.86,34.84,115.97,1.11,14.41,4.04,14.81,39.18,81.73,96.62,27.94,146.77,30.23,54.18,116.18,14.05,58.73,99.18,28.95,9.49,63.46,155.45,14.47,26.83,353.9,45.11,48.7,29.28,63.59,41.66,108.84,52.8,40.97,112.16,130.42,59.3,74.08,52.37,148.84,37.37,33.67,66.4,69.85,83.33,23.17,131.42,142.01,122.81,55.99,43.97,,80.2,78.87,37.35,54.6,1237.49,70.4,77.88,127.58,141.1289,101.09,58.33,101.18,81.49,8.53,239.52,60.05,89.6,99.38,43.59,75.01,81.27,11.38,33.83,29.5,104.16,46.54
2016-05-24,24.48,51.59,36.65,35.21,117.7,1.13,14.53,4.2,15.14,39.9,82.75,99.63,28.47,148.31,31.06,55.59,119.12,14.2,60.09,99.51,29.25,9.79,64.54,157.59,14.68,27.41,361.18,45.86,49.2,30.22,64.87,42.28,111.66,54.14,41.68,112.69,132.59,60.7,74.99,53.01,150.68,37.98,34.1,67.16,70.96,86.22,23.41,133.36,142.57,123.95,56.59,44.37,,80.97,79.6,37.62,55.44,1256.63,71.09,79.64,127.5,142.8517,101.98,58.93,102.59,81.29,8.49,240.97,60.4,89.67,100.19,43.46,75.62,82.49,11.11,31.74,29.97,105.3,47.26
